Id,ActivityMinute,Calories,Date
1844505072,2016-05-10 22:20:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:21:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:22:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:23:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:24:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:25:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:26:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:27:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:28:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:29:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:30:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:31:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:32:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:33:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:34:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:35:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:36:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:37:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:38:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:39:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:40:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:41:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:42:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:43:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:44:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:45:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:46:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:47:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:48:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:49:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:50:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:51:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:52:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:53:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:54:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:55:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:56:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:57:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:58:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 22:59:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:00:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:01:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:02:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:03:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:04:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:05:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:06:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:07:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:08:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:09:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:10:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:11:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:12:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:13:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:14:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:15:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:16:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:17:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:18:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:19:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:20:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:21:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:22:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:23:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:24:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:25:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:26:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:27:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:28:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:29:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:30:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:31:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:32:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:33:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:34:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:35:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:36:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:37:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:38:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:39:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:40:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:41:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:42:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:43:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:44:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:45:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:46:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:47:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:48:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:49:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:50:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:51:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:52:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:53:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:54:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:55:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:56:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:57:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:58:00,0.935699999332428,2016-05-10
1844505072,2016-05-10 23:59:00,0.935699999332428,2016-05-10
1927972279,2016-05-10 00:00:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:01:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:02:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:03:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:04:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:05:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:06:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:07:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:08:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:09:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:10:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:11:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:12:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:13:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:14:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:15:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:16:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:17:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:18:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:19:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:20:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:21:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:22:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:23:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:24:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:25:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:26:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:27:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:28:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:29:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:30:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:31:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:32:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:33:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:34:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:35:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:36:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:37:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:38:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:39:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:40:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:41:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:42:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:43:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:44:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:45:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:46:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:47:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:48:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:49:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:50:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:51:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:52:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:53:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:54:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:55:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:56:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:57:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:58:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 00:59:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:00:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:01:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:02:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:03:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:04:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:05:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:06:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:07:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:08:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:09:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:10:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:11:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:12:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:13:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:14:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:15:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:16:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:17:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:18:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:19:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:20:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:21:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:22:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:23:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:24:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:25:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:26:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:27:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:28:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:29:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:30:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:31:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:32:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:33:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:34:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:35:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:36:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:37:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:38:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:39:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:40:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:41:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:42:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:43:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:44:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:45:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:46:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:47:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:48:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:49:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:50:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:51:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:52:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:53:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:54:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:55:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:56:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:57:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:58:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 01:59:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:00:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:01:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:02:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:03:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:04:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:05:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:06:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:07:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:08:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:09:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:10:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:11:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:12:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:13:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:14:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:15:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:16:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:17:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:18:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:19:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:20:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:21:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:22:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:23:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:24:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:25:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:26:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:27:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:28:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:29:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:30:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:31:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:32:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:33:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:34:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:35:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:36:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:37:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:38:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:39:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:40:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:41:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:42:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:43:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:44:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:45:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:46:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:47:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:48:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:49:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:50:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:51:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:52:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:53:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:54:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:55:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:56:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:57:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:58:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 02:59:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:00:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:01:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:02:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:03:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:04:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:05:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:06:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:07:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:08:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:09:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:10:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:11:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:12:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:13:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:14:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:15:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:16:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:17:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:18:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:19:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:20:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:21:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:22:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:23:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:24:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:25:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:26:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:27:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:28:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:29:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:30:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:31:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:32:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:33:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:34:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:35:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:36:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:37:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:38:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:39:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:40:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:41:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:42:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:43:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:44:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:45:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:46:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:47:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:48:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:49:00,1.43270003795624,2016-05-10
1927972279,2016-05-10 03:50:00,1.43270003795624,2016-05-10
